issue_id,title,start,end,total_reactions,total_comments,new_reactions,new_comments,issue_url
flutter/flutter#128313,"Add support for visionOS",2024-01-24,2024-02-20,262,15,50,2,https://github.com/flutter/flutter/issues/128313
flutter/flutter#53041,"Enable ""hot reload"" (not just ""hot restart"") for Flutter Web",2024-01-24,2024-02-20,976,149,27,3,https://github.com/flutter/flutter/issues/53041
flutter/flutter#46789,"Improve the indexability (SEO) of Flutter apps on the web ",2024-01-24,2024-02-20,720,189,25,1,https://github.com/flutter/flutter/issues/46789
flutter/flutter#138614,"Preserve WillPopScope as an alternate for PopScope",2024-01-24,2024-02-20,104,27,23,7,https://github.com/flutter/flutter/issues/138614
flutter/flutter#83596,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",2024-01-24,2024-02-20,352,238,23,3,https://github.com/flutter/flutter/issues/83596
flutter/flutter#69540,"[Request] Add option to disable fontPadding (or trim font height)",2024-01-24,2024-02-20,43,9,21,2,https://github.com/flutter/flutter/issues/69540
flutter/flutter#115912,"Support tone-based surface and surface container `ColorScheme` roles",2024-01-24,2024-02-20,98,12,14,2,https://github.com/flutter/flutter/issues/115912
flutter/flutter#114620,"Web autofill throw exception when using html InputElement",2024-02-01,2024-02-15,27,21,14,7,https://github.com/flutter/flutter/issues/114620
flutter/flutter#126005,"☂️ Add Swift Package Manager compatibility",2024-01-24,2024-02-20,85,6,13,0,https://github.com/flutter/flutter/issues/126005
flutter/flutter#112915,"[go_router] Redirection with Riverpod example",2024-01-24,2024-02-20,48,18,13,1,https://github.com/flutter/flutter/issues/112915
flutter/flutter#30701,"Support multiple windows for desktop shells",2024-01-24,2024-02-20,554,106,13,2,https://github.com/flutter/flutter/issues/30701
flutter/flutter#139289,"Allow to provide compile-time variables for native platforms from a file",2024-01-24,2024-02-20,45,6,12,2,https://github.com/flutter/flutter/issues/139289
flutter/flutter#31713,"Implement PlatformView support on Windows",2024-01-24,2024-02-20,355,31,11,0,https://github.com/flutter/flutter/issues/31713
flutter/flutter#138737,"PopScope seems to be incompatible with GoRouter",2024-01-24,2024-02-20,39,8,11,2,https://github.com/flutter/flutter/issues/138737
flutter/flutter#41722,"Implement PlatformView support on macOS",2024-01-24,2024-02-20,593,55,10,0,https://github.com/flutter/flutter/issues/41722
flutter/flutter#33850,"Investigate Swift Package Manager for Swift plugins",2024-01-24,2024-02-20,194,44,10,0,https://github.com/flutter/flutter/issues/33850
flutter/flutter#128059,"[Web] CanvasKit error on web app after hot restart/hot reload",2024-01-24,2024-02-20,65,26,10,0,https://github.com/flutter/flutter/issues/128059
flutter/flutter#139338,"Add neutral Material themes",2024-01-24,2024-02-20,185,9,10,1,https://github.com/flutter/flutter/issues/139338
flutter/flutter#62597,"[Windows] ☂️  Add support for Arm64 as a target",2024-01-24,2024-02-20,30,22,9,0,https://github.com/flutter/flutter/issues/62597
flutter/flutter#60240,"Make it easier to upload Android native debug symbols for release builds",2024-01-24,2024-02-20,223,55,8,1,https://github.com/flutter/flutter/issues/60240
flutter/flutter#132735,"[Impeller] Blur performance issue.",2024-01-24,2024-02-20,78,31,8,2,https://github.com/flutter/flutter/issues/132735
flutter/flutter#41737,"Distribute Flutter as a Flatpak",2024-01-24,2024-02-20,237,45,7,1,https://github.com/flutter/flutter/issues/41737
flutter/flutter#138624,"PopScope does not invoke `onPopInvoked` for iOS back gesture when `canPop` set to false",2024-01-24,2024-02-20,36,31,7,13,https://github.com/flutter/flutter/issues/138624
flutter/flutter#18345,"SliverAppBar flexibleSpace with height depending on children",2024-01-24,2024-02-20,224,56,7,2,https://github.com/flutter/flutter/issues/18345
flutter/flutter#41725,"[webview_flutter] Add macOS support",2024-01-24,2024-02-20,358,50,6,0,https://github.com/flutter/flutter/issues/41725
flutter/flutter#37597,"[webview_flutter] Add Windows support",2024-01-24,2024-02-20,272,43,6,0,https://github.com/flutter/flutter/issues/37597
flutter/flutter#62960,"[proposal] Provide a way to close a specific dialog",2024-01-24,2024-02-20,81,16,6,1,https://github.com/flutter/flutter/issues/62960
flutter/flutter#124205,"Keyboard issue on mobile Web platform",2024-01-24,2024-02-20,35,38,6,3,https://github.com/flutter/flutter/issues/124205
flutter/flutter#26134,"Support home and lock screen widgets",2024-01-24,2024-02-20,311,50,6,0,https://github.com/flutter/flutter/issues/26134
flutter/flutter#33577,"[web] Support compute on separate thread in Flutter Web",2024-01-24,2024-02-20,302,101,6,6,https://github.com/flutter/flutter/issues/33577
flutter/flutter#112196,"[go_router] ShellRoutes seem to cause NavigatorObserver to not fire (5.0.1)",2024-01-24,2024-02-20,84,45,6,1,https://github.com/flutter/flutter/issues/112196
flutter/flutter#65504,"Ctrl+F support, finding text on a page (even when scrolled off screen)",2024-01-24,2024-02-20,104,13,6,0,https://github.com/flutter/flutter/issues/65504
flutter/flutter#129640,"Support eye tracking when running on visionOS",2024-01-24,2024-02-20,42,0,6,0,https://github.com/flutter/flutter/issues/129640
flutter/flutter#45296,"[path_provider] Add support for web",2024-01-24,2024-02-20,231,41,5,0,https://github.com/flutter/flutter/issues/45296
flutter/flutter#52207,"ListView: Poor performance with many variable-extent items + jumpTo (scroll bar, trackpad, mouse wheels)",2024-01-24,2024-02-20,156,115,5,6,https://github.com/flutter/flutter/issues/52207
flutter/flutter#139292,"New DOM renderer for Flutter web",2024-01-24,2024-02-20,63,27,5,0,https://github.com/flutter/flutter/issues/139292
flutter/flutter#114012,"Camera CameraCaptureSession.close() crash",2024-01-24,2024-02-20,35,50,5,1,https://github.com/flutter/flutter/issues/114012
flutter/flutter#41980,"[Desktop] - Splash screen or background color customization",2024-01-24,2024-02-20,151,11,5,0,https://github.com/flutter/flutter/issues/41980
flutter/flutter#31191,"PageView should preload pages",2024-01-24,2024-02-20,139,44,5,0,https://github.com/flutter/flutter/issues/31191
flutter/flutter#105672,"[Proposal] Access l18n Translations with Dynamic Keys",2024-01-24,2024-02-20,78,16,5,0,https://github.com/flutter/flutter/issues/105672
flutter/flutter#64739,"[shared_preferences] Be able to specify the suiteName in SharedPreferences iOS",2024-01-24,2024-02-20,76,19,5,0,https://github.com/flutter/flutter/issues/64739
flutter/flutter#94340,"[Feature Request] Support for Jetbrains Fleet
",2024-01-24,2024-02-20,427,19,5,0,https://github.com/flutter/flutter/issues/94340
flutter/flutter#56665,"[video_player] Better exception message on iOS devices if the video fails to play",2024-01-24,2024-02-20,149,63,5,3,https://github.com/flutter/flutter/issues/56665
flutter/flutter#104509,"Flutter web - Need documentation on how to conditionally display a ""Refresh. New Version is available."" prompt when updated code is deployed to production.",2024-01-24,2024-02-20,48,21,5,3,https://github.com/flutter/flutter/issues/104509
flutter/flutter#55809,"Support iPadOS pointer interactions",2024-01-24,2024-02-20,55,11,5,0,https://github.com/flutter/flutter/issues/55809
flutter/flutter#14330,"Code Push / Hot Update / out of band updates",2024-01-24,2024-02-20,1949,279,5,2,https://github.com/flutter/flutter/issues/14330
flutter/flutter#18443,"Support soft hyphenation (line breaks at U+00AD plus rendering a hyphen at the end of the line)",2024-01-24,2024-02-20,275,39,5,0,https://github.com/flutter/flutter/issues/18443
flutter/flutter#65065,"Bundling assets only on a specific platform (and remove assets on another platform)",2024-01-24,2024-02-20,107,13,5,0,https://github.com/flutter/flutter/issues/65065
flutter/flutter#61069,"[proposal] ability to change text overflow on the TextField",2024-01-24,2024-02-20,47,22,4,2,https://github.com/flutter/flutter/issues/61069
flutter/flutter#127852,"[Impeller] Implement Wide Gamut colors for Vulkan",2024-01-24,2024-02-20,22,3,4,0,https://github.com/flutter/flutter/issues/127852
flutter/flutter#47600,"Server-side rendering for Flutter web",2024-01-24,2024-02-20,592,57,4,0,https://github.com/flutter/flutter/issues/47600
flutter/flutter#64958,"Make it easy to use C# for Windows plugins",2024-01-24,2024-02-20,204,65,4,3,https://github.com/flutter/flutter/issues/64958
flutter/flutter#64491,"Colorized console output does not work in iOS builds but works for Android builds",2024-01-24,2024-02-20,48,42,4,3,https://github.com/flutter/flutter/issues/64491
flutter/flutter#81777,"[flutter_markdown] Relative anchors",2024-01-24,2024-02-20,32,8,4,1,https://github.com/flutter/flutter/issues/81777
flutter/flutter#5813,"specify assets that are for development only",2024-01-24,2024-02-20,22,6,4,2,https://github.com/flutter/flutter/issues/5813
flutter/flutter#61229,"AVIF codec support",2024-01-24,2024-02-20,143,22,4,0,https://github.com/flutter/flutter/issues/61229
flutter/flutter#123078,"[shared_preferences] Consider making async accessors, with optional caching layer",2024-01-24,2024-02-20,54,6,4,0,https://github.com/flutter/flutter/issues/123078
flutter/flutter#108683,"Add Dropdown support to `FilterChip`",2024-01-24,2024-02-20,28,7,4,1,https://github.com/flutter/flutter/issues/108683
flutter/flutter#110431,"Flutter adds additional one frame touch latency compared to native",2024-01-24,2024-02-20,277,23,4,0,https://github.com/flutter/flutter/issues/110431
flutter/flutter#25841,"Add a way to detect keyboard language",2024-01-24,2024-02-20,138,34,4,0,https://github.com/flutter/flutter/issues/25841
flutter/flutter#63693,"Add new Cupertino calendar date picker mode",2024-01-24,2024-02-20,118,33,4,0,https://github.com/flutter/flutter/issues/63693
flutter/flutter#73786,"[proposal] Allow Horizontal ListView with Vertical ListView Children Without Fixed Height",2024-01-24,2024-02-20,44,8,4,1,https://github.com/flutter/flutter/issues/73786
flutter/flutter#115751,"Building all integration test targets into a single application binary",2024-01-24,2024-02-20,37,12,4,0,https://github.com/flutter/flutter/issues/115751
flutter/flutter#134723,"Password bar in the keyboard is flashing when using `TextField` with `AutofillHints.password` on iOS 17",2024-01-24,2024-02-20,23,22,4,1,https://github.com/flutter/flutter/issues/134723
flutter/flutter#117937,"External Texture Support for Vulkan",2024-01-24,2024-02-20,18,3,4,0,https://github.com/flutter/flutter/issues/117937
flutter/flutter#143575,"[Web] App builds successfully, but then: ""The type 'JSObject' can't be used as supertype.""",2024-02-17,2024-02-19,17,28,4,10,https://github.com/flutter/flutter/issues/143575
flutter/flutter#101479,"Move the material and cupertino packages outside of Flutter",2024-01-24,2024-02-20,98,22,4,0,https://github.com/flutter/flutter/issues/101479
flutter/flutter#120353,"[go_router] ShellRoutes break iOS swipe back navigation",2024-01-24,2024-02-20,28,14,4,2,https://github.com/flutter/flutter/issues/120353
flutter/flutter#129638,"Support visionOS devices for iOS apps in `flutter devices`, `flutter run`, etc.",2024-01-24,2024-02-20,54,3,4,1,https://github.com/flutter/flutter/issues/129638
flutter/flutter#90612,"[flutter_tools] Add support for running custom scripts",2024-01-24,2024-02-20,35,7,4,0,https://github.com/flutter/flutter/issues/90612
flutter/flutter#51928,"[camera] Support for multiple cameras at once",2024-01-24,2024-02-20,82,9,3,0,https://github.com/flutter/flutter/issues/51928
flutter/flutter#60069,"[web] support offline PWA",2024-01-24,2024-02-20,60,35,3,7,https://github.com/flutter/flutter/issues/60069
flutter/flutter#139039,"Samsung phones running Android 14 stops drawing platform views on resume",2024-01-24,2024-02-20,57,51,3,4,https://github.com/flutter/flutter/issues/139039
flutter/flutter#42332,"2D TreeView widget",2024-01-24,2024-02-20,45,5,3,2,https://github.com/flutter/flutter/issues/42332
flutter/flutter#112281,"iOS  15+ save password prompt dismiss is pushing UI up and down",2024-01-24,2024-02-20,17,30,3,4,https://github.com/flutter/flutter/issues/112281
flutter/flutter#28901,"Flutter support for Apple Watch",2024-01-24,2024-02-20,239,41,3,2,https://github.com/flutter/flutter/issues/28901
flutter/flutter#67283,"Make ""fields"" in FormState not a private member",2024-01-24,2024-02-20,25,3,3,0,https://github.com/flutter/flutter/issues/67283
flutter/flutter#139861,"Version solving failed for `intl: 0.19.0` with `flutter_localizations`",2024-02-05,2024-02-20,16,4,3,0,https://github.com/flutter/flutter/issues/139861
flutter/flutter#45336,"Add TextOverflow  ""ellipsisStart"" , ""ellipsisMiddle""  and ""ellipsisEnd"" ",2024-01-24,2024-02-20,144,31,3,1,https://github.com/flutter/flutter/issues/45336
flutter/flutter#46979,"Support different dependencies when using flavors",2024-01-24,2024-02-20,120,20,3,0,https://github.com/flutter/flutter/issues/46979
flutter/flutter#120874,"Failed assertion node.isRepaintBoundary is not true when combining LayoutBuilder, AnimatedSwitcher and ProgressIndicator",2024-01-24,2024-02-20,34,14,3,1,https://github.com/flutter/flutter/issues/120874
flutter/flutter#110658,"coreLibraryDesugaringEnabled  option in android/app/build.gradle causes immediate flutter crash (java.lang.NoSuchMethod) on Android 12L/13 ",2024-01-24,2024-02-20,28,17,3,2,https://github.com/flutter/flutter/issues/110658
flutter/flutter#58498,"[web] Textfield 'autofocus: true' doesn't show up the keyboard",2024-01-24,2024-02-20,83,42,3,2,https://github.com/flutter/flutter/issues/58498
flutter/flutter#32045,"Flutter clipboard should support images",2024-01-24,2024-02-20,83,21,3,1,https://github.com/flutter/flutter/issues/32045
flutter/flutter#48381,"Use a system default font on flutter",2024-01-24,2024-02-20,61,27,3,0,https://github.com/flutter/flutter/issues/48381
flutter/flutter#109842,"Add suport for Android 13 per-app language preferences ",2024-01-24,2024-02-20,50,4,3,0,https://github.com/flutter/flutter/issues/109842
flutter/flutter#58997,"InteractiveViewer `constrained: false` custom default scale",2024-01-24,2024-02-20,34,25,3,0,https://github.com/flutter/flutter/issues/58997
flutter/flutter#32120,"Add option to smoothly animate stepped mouse scroll deltas",2024-01-24,2024-02-20,131,56,3,5,https://github.com/flutter/flutter/issues/32120
flutter/flutter#86295,"[integration_test] Allow driving native UI interactions from Dart",2024-01-24,2024-02-20,80,24,3,0,https://github.com/flutter/flutter/issues/86295
flutter/flutter#87789,"Request for `Wrap.builder` method ",2024-01-24,2024-02-20,52,10,3,0,https://github.com/flutter/flutter/issues/87789
flutter/flutter#137394,"[go_router_builder] add onExit parameter",2024-01-24,2024-02-20,16,0,3,0,https://github.com/flutter/flutter/issues/137394
flutter/flutter#37777,"Support 32-bit Windows as a target",2024-01-24,2024-02-20,122,39,3,0,https://github.com/flutter/flutter/issues/37777
flutter/flutter#77638,"Avoid requiring Visual Studio for Windows development",2024-01-24,2024-02-20,62,52,3,2,https://github.com/flutter/flutter/issues/77638
flutter/flutter#47928,"Add Support for tvOS",2024-01-24,2024-02-20,30,21,3,0,https://github.com/flutter/flutter/issues/47928
flutter/flutter#140869,"[go_router] WillPopScope/PopScope doesn't trigger with back button navigation on root screens",2024-02-15,2024-02-20,16,17,3,0,https://github.com/flutter/flutter/issues/140869
flutter/flutter#30541,"Space between text and underline",2024-01-24,2024-02-20,107,32,3,0,https://github.com/flutter/flutter/issues/30541
flutter/flutter#102560,"Support Material Symbols ",2024-01-24,2024-02-20,76,19,3,0,https://github.com/flutter/flutter/issues/102560
flutter/flutter#103163,"Flutter should support iOS 15's Secure Paste feature",2024-01-24,2024-02-20,57,34,3,0,https://github.com/flutter/flutter/issues/103163
flutter/flutter#125980,"Adding a Carousel Widget",2024-01-24,2024-02-20,32,9,3,0,https://github.com/flutter/flutter/issues/125980
flutter/flutter#42560,"Support for sheet presentation style",2024-01-24,2024-02-20,136,45,3,0,https://github.com/flutter/flutter/issues/42560
flutter/flutter#123095,"App crash on Android device with type FlutterJNI.nativeUpdateRefreshRate",2024-01-24,2024-02-20,57,34,3,0,https://github.com/flutter/flutter/issues/123095
flutter/flutter#53120,"Add Support for running Flutter on Windows ARM64",2024-01-24,2024-01-31,55,48,3,0,https://github.com/flutter/flutter/issues/53120
flutter/flutter#27650,"[camera] Allow controlling the preview and output mirroring",2024-01-24,2024-02-20,36,54,3,3,https://github.com/flutter/flutter/issues/27650
flutter/flutter#14050,"Let flutter be installable via homebrew",2024-01-24,2024-02-20,1002,83,2,0,https://github.com/flutter/flutter/issues/14050
flutter/flutter#29021,"Expo like tool for flutter",2024-01-24,2024-02-20,265,76,2,0,https://github.com/flutter/flutter/issues/29021
flutter/flutter#2057,"Support making Android Wear apps",2024-01-24,2024-02-20,95,20,2,0,https://github.com/flutter/flutter/issues/2057
flutter/flutter#34138,"[webview_flutter] make height of WebView the height of webpage",2024-01-24,2024-02-20,54,34,2,2,https://github.com/flutter/flutter/issues/34138
flutter/flutter#71098,"App Clip uncompressed size is larger than 10MB",2024-01-24,2024-02-20,45,42,2,7,https://github.com/flutter/flutter/issues/71098
flutter/flutter#84833,"[web][PWA] SafeArea Widget does not work on iOS Safari PWA",2024-01-24,2024-02-20,30,23,2,2,https://github.com/flutter/flutter/issues/84833
flutter/flutter#122258,"[go_router_builder] Define routes in separate files",2024-01-24,2024-02-20,29,7,2,1,https://github.com/flutter/flutter/issues/122258
flutter/flutter#28894,"Emoji size is off on iOS",2024-01-24,2024-02-20,132,183,2,0,https://github.com/flutter/flutter/issues/28894
flutter/flutter#77104,"Enable custom ""flutter create"" templates",2024-01-24,2024-02-20,60,26,2,1,https://github.com/flutter/flutter/issues/77104
flutter/flutter#50890,"How to remove 'I/flutter (13135):' in vscode debug console",2024-01-24,2024-02-20,36,13,2,0,https://github.com/flutter/flutter/issues/50890
flutter/flutter#115704,"Add support to define widget preview and see it in the IDE when developing",2024-01-24,2024-02-20,29,15,2,0,https://github.com/flutter/flutter/issues/115704
flutter/flutter#43582,"keep state inside SearchDelegate ",2024-01-24,2024-02-20,22,15,2,0,https://github.com/flutter/flutter/issues/43582
flutter/flutter#109813,"Flutter app flagged for missing accessibility content labels by Google Play Store",2024-01-24,2024-02-20,16,8,2,1,https://github.com/flutter/flutter/issues/109813
flutter/flutter#104889,"[webview_flutter][android] webview crashes when embedded in a scrollview",2024-01-24,2024-02-20,76,50,2,1,https://github.com/flutter/flutter/issues/104889
flutter/flutter#9707,"""Lost connection to device"" randomly when not doing anything in particular",2024-01-24,2024-02-20,43,43,2,0,https://github.com/flutter/flutter/issues/9707
flutter/flutter#8230,"Platform specific assets",2024-01-24,2024-02-20,38,8,2,0,https://github.com/flutter/flutter/issues/8230
flutter/flutter#51530,"[web]: Support for backend proxy",2024-01-24,2024-02-20,37,17,2,0,https://github.com/flutter/flutter/issues/51530
flutter/flutter#62118,"Video_Player issues - out of memory exception when choosing large file from phone to play",2024-01-24,2024-02-20,36,42,2,0,https://github.com/flutter/flutter/issues/62118
flutter/flutter#101031,"Flutter Integration testing fail when moving between tests",2024-01-24,2024-02-20,31,13,2,0,https://github.com/flutter/flutter/issues/101031
flutter/flutter#114324,"Extra page shown when swiping back in Safari on iOS ",2024-01-24,2024-02-20,20,25,2,1,https://github.com/flutter/flutter/issues/114324
flutter/flutter#54200,"allow Hero widgets to have transitions within the same screen",2024-01-24,2024-02-20,202,23,2,1,https://github.com/flutter/flutter/issues/54200
flutter/flutter#84957,"[camera] Taking pictures is too slow on some devices",2024-01-24,2024-02-20,70,50,2,0,https://github.com/flutter/flutter/issues/84957
flutter/flutter#105395,"Android build fails with certain plugins if project is in a different drive (from sdk)",2024-01-24,2024-02-20,47,27,2,1,https://github.com/flutter/flutter/issues/105395
flutter/flutter#53229,"[Proposal] Icon support Linux desktop application",2024-01-24,2024-02-20,38,33,2,0,https://github.com/flutter/flutter/issues/53229
flutter/flutter#114088,"Support for M3 Docked `DatePicker`",2024-01-24,2024-02-20,19,5,2,0,https://github.com/flutter/flutter/issues/114088
flutter/flutter#24213,"[google_maps_flutter] Support Widgets as markers",2024-01-24,2024-02-20,412,52,2,0,https://github.com/flutter/flutter/issues/24213
flutter/flutter#55324,"Support Firefox as a browser in flutter run",2024-01-24,2024-02-20,174,19,2,0,https://github.com/flutter/flutter/issues/55324
flutter/flutter#41726,"[webview_flutter] Add Linux support",2024-01-24,2024-02-20,87,4,2,0,https://github.com/flutter/flutter/issues/41726
flutter/flutter#26359,"App ignores proxy settings",2024-01-24,2024-02-20,50,38,2,0,https://github.com/flutter/flutter/issues/26359
flutter/flutter#91318,"[flutter_tools] Refactor Flutter SDK to support installation in read-only directory",2024-01-24,2024-02-20,25,24,2,0,https://github.com/flutter/flutter/issues/91318
flutter/flutter#69676,"Persistent bottom sheet does not respect SafeArea",2024-01-24,2024-02-20,20,8,2,0,https://github.com/flutter/flutter/issues/69676
flutter/flutter#19941,"Return index of the first visible item in ListView",2024-01-24,2024-02-20,198,27,2,0,https://github.com/flutter/flutter/issues/19941
flutter/flutter#46481,"Bringing Fluent Design to Flutter for additional Mobile design options and Desktop nativity",2024-01-24,2024-02-20,190,50,2,1,https://github.com/flutter/flutter/issues/46481
flutter/flutter#14230,"Provide an easy way to select the version of Flutter to use",2024-01-24,2024-02-20,126,50,2,0,https://github.com/flutter/flutter/issues/14230
flutter/flutter#33798,"[iOS 13] new fullscreen stack type route transition",2024-01-24,2024-02-20,98,16,2,0,https://github.com/flutter/flutter/issues/33798
flutter/flutter#69429,"Make tests compile and run faster",2024-01-24,2024-02-20,93,22,2,0,https://github.com/flutter/flutter/issues/69429
flutter/flutter#18636,"ShadowBox inset attribute? Inner shadow",2024-01-24,2024-02-20,91,46,2,0,https://github.com/flutter/flutter/issues/18636
flutter/flutter#10647,"Using dart:ui from non-main-thread Isolates crashes",2024-01-24,2024-02-20,53,40,2,2,https://github.com/flutter/flutter/issues/10647
